"","nGrams","Freq"
"56309","Commie",6
"56310","committeeman",6
"56311","commode",6
"56312","Commodity",6
"56313","communicative",6
"56314","communing",6
"56315","como",6
"56316","Companions",6
"56317","comparably",6
"56318","Compiled",6
"56319","Compliance",6
"56320","Compost",6
"56321","compounding",6
"56322","compressing",6
"56323","computation",6
"56324","Concealed",6
"56325","conceptualize",6
"56326","concertmaster",6
"56327","concertos",6
"56328","Conch",6
"56329","concord",6
"56330","Concorde",6
"56331","Concourse",6
"56332","concussed",6
"56333","Condo",6
"56334","condolence",6
"56335","Condolences",6
"56336","Condoms",6
"56337","Conducted",6
"56338","Conductor",6
"56339","confides",6
"56340","conflated",6
"56341","confounding",6
"56342","Confronted",6
"56343","Connick",6
"56344","Conquering",6
"56345","conquerors",6
"56346","conscripted",6
"56347","consecutively",6
"56348","Consequences",6
"56349","conspirator",6
"56350","conspiratorial",6
"56351","constancy",6
"56352","CONSTANTLY",6
"56353","constituting",6
"56354","constrain",6
"56355","constructively",6
"56356","Consultation",6
"56357","Contagion",6
"56358","Continuous",6
"56359","contort",6
"56360","contortions",6
"56361","contravention",6
"56362","Controlled",6
"56363","convection",6
"56364","Convenience",6
"56365","convening",6
"56366","Convey",6
"56367","Convocation",6
"56368","cooed",6
"56369","COOK",6
"56370","Cookery",6
"56371","cookin",6
"56372","Copernicus",6
"56373","copped",6
"56374","Copperfield",6
"56375","Copperhead",6
"56376","Coptic",6
"56377","copulation",6
"56378","coq",6
"56379","Coq",6
"56380","Cordelia",6
"56381","Cordell",6
"56382","Corder",6
"56383","Cordy",6
"56384","Corleone",6
"56385","Corman",6
"56386","cornfields",6
"56387","cornice",6
"56388","Cornyn",6
"56389","corralling",6
"56390","corrals",6
"56391","Correia",6
"56392","Correll",6
"56393","Corrine",6
"56394","corrupting",6
"56395","Cosmetic",6
"56396","Costas",6
"56397","coterie",6
"56398","Cottages",6
"56399","cottons",6
"56400","Councilmembers",6
"56401","councilor",6
"56402","counterculture",6
"56403","countersuit",6
"56404","Coupal",6
"56405","courthouses",6
"56406","Covent",6
"56407","Coward",6
"56408","cowbells",6
"56409","Coworker",6
"56410","Cowtown",6
"56411","cox",6
"56412","coyly",6
"56413","crabby",6
"56414","Crabs",6
"56415","craftiness",6
"56416","Cranbury",6
"56417","Crank",6
"56418","crankiness",6
"56419","Crappy",6
"56420","craps",6
"56421","crapshoot",6
"56422","Cravings",6
"56423","Crawling",6
"56424","Crayons",6
"56425","Creators",6
"56426","creepers",6
"56427","creepier",6
"56428","creepiest",6
"56429","cress",6
"56430","Crested",6
"56431","Crestview",6
"56432","Cricky",6
"56433","CRIMES",6
"56434","CrimeStoppers",6
"56435","Crips",6
"56436","Cristobal",6
"56437","criticise",6
"56438","CRM",6
"56439","croc",6
"56440","crocodiles",6
"56441","Cromartie",6
"56442","cropper",6
"56443","croquettes",6
"56444","CROSS",6
"56445","crossfire",6
"56446","crotchety",6
"56447","crouch",6
"56448","crowed",6
"56449","Crucially",6
"56450","crucifix",6
"56451","crunchiness",6
"56452","Crusader",6
"56453","crusher",6
"56454","Cs",6
"56455","Cubes",6
"56456","cuckoo",6
"56457","Cuddle",6
"56458","Cuddy",6
"56459","Cuervo",6
"56460","Cuff",6
"56461","Culp",6
"56462","culpa",6
"56463","Cum",6
"56464","Cumberbatch",6
"56465","Cumming",6
"56466","Cundiff",6
"56467","Cunning",6
"56468","cunningly",6
"56469","CUNY",6
"56470","CUP",6
"56471","curating",6
"56472","currant",6
"56473","Curtains",6
"56474","Curtin",6
"56475","Curves",6
"56476","custards",6
"56477","Custer",6
"56478","Cutters",6
"56479","CUZ",6
"56480","Cyborg",6
"56481","CYC",6
"56482","Cyclones",6
"56483","Cyclops",6
"56484","Czechs",6
"56485","dabbing",6
"56486","DAC",6
"56487","Dada",6
"56488","daddies",6
"56489","DADDY",6
"56490","Dade",6
"56491","Daemons",6
"56492","Dafoe",6
"56493","Dag",6
"56494","Dail",6
"56495","dalit",6
"56496","Dally",6
"56497","Daltrey",6
"56498","Damminger",6
"56499","Damsels",6
"56500","Danbury",6
"56501","Danica",6
"56502","daniel",6
"56503","danish",6
"56504","Darjeeling",6
"56505","darkens",6
"56506","Darlingtons",6
"56507","darndest",6
"56508","Darrin",6
"56509","Daughtry",6
"56510","DAVID",6
"56511","Davila",6
"56512","Dawgs",6
"56513","Dayak",6
"56514","Daydream",6
"56515","dazzles",6
"56516","dd",6
"56517","deactivated",6
"56518","Deadwood",6
"56519","Deandre",6
"56520","DeAngelis",6
"56521","dears",6
"56522","debunked",6
"56523","DECA",6
"56524","decimal",6
"56525","Declaring",6
"56526","declutter",6
"56527","decomposed",6
"56528","decoupage",6
"56529","decoupaged",6
"56530","Decree",6
"56531","decriminalization",6
"56532","Deeds",6
"56533","DEEP",6
"56534","deepwater",6
"56535","Defeat",6
"56536","defector",6
"56537","defenceless",6
"56538","Defendant",6
"56539","defensiveness",6
"56540","Defining",6
"56541","defund",6
"56542","DeGraw",6
"56543","dehumanized",6
"56544","dei",6
"56545","Deirdra",6
"56546","deja",6
"56547","DeLand",6
"56548","DeLeo",6
"56549","DELICIOUS",6
"56550","Delilah",6
"56551","delineate",6
"56552","delineating",6
"56553","dell",6
"56554","Dellwood",6
"56555","Delusion",6
"56556","Delysia",6
"56557","Demeter",6
"56558","demoing",6
"56559","demonizing",6
"56560","demonstrable",6
"56561","Deneuve",6
"56562","denigrate",6
"56563","denounces",6
"56564","Dentists",6
"56565","Denying",6
"56566","Departure",6
"56567","DePascale",6
"56568","dereliction",6
"56569","DES",6
"56570","DeSean",6
"56571","desensitized",6
"56572","Deshawn",6
"56573","desi",6
"56574","Desjardins",6
"56575","Despair",6
"56576","Despins",6
"56577","despotism",6
"56578","Destinations",6
"56579","Detailed",6
"56580","detentions",6
"56581","dethroned",6
"56582","detoxing",6
"56583","Detractors",6
"56584","Detroiter",6
"56585","Developments",6
"56586","Devereaux",6
"56587","Devotees",6
"56588","devotionals",6
"56589","devoutly",6
"56590","Dewayne",6
"56591","Dewitt",6
"56592","Dharun",6
"56593","Diagnostic",6
"56594","diaphragm",6
"56595","diaspora",6
"56596","DiCamillo",6
"56597","DIDN",6
"56598","dieters",6
"56599","differentiating",6
"56600","Difficulty",6
"56601","Dimensional",6
"56602","Din",6
"56603","Dineen",6
"56604","dinged",6
"56605","dino",6
"56606","Dinos",6
"56607","dint",6
"56608","Dipper",6
"56609","dirtier",6
"56610","DIRTY",6
"56611","disaffected",6
"56612","disaffection",6
"56613","Disagree",6
"56614","Disappointing",6
"56615","Disappointment",6
"56616","disarm",6
"56617","disassemble",6
"56618","disbanding",6
"56619","DISC",6
"56620","disciplining",6
"56621","disconcertingly",6
"56622","Discounts",6
"56623","disenfranchise",6
"56624","disfigurement",6
"56625","dishonor",6
"56626","disinfection",6
"56627","disinterest",6
"56628","disloyal",6
"56629","disobedient",6
"56630","disparaged",6
"56631","disparaging",6
"56632","dispassionate",6
"56633","dispenses",6
"56634","displacing",6
"56635","disquiet",6
"56636","disseminate",6
"56637","dissing",6
"56638","dissipating",6
"56639","dissociative",6
"56640","DiStefano",6
"56641","Distracted",6
"56642","Distressed",6
"56643","DISTURBANCE",6
"56644","dithering",6
"56645","Dittoe",6
"56646","diuretic",6
"56647","divas",6
"56648","divination",6
"56649","dk",6
"56650","dL",6
"56651","Dm",6
"56652","DMB",6
"56653","Dobbins",6
"56654","DOC",6
"56655","documentarian",6
"56656","docx",6
"56657","Dodds",6
"56658","DOGS",6
"56659","Dogwood",6
"56660","DOH",6
"56661","dolly",6
"56662","Donaghy",6
"56663","Donleavy",6
"56664","Donne",6
"56665","dooming",6
"56666","Doppelbock",6
"56667","Dork",6
"56668","Dorman",6
"56669","Dostoevsky",6
"56670","Doughnuts",6
"56671","DOVER",6
"56672","downgrades",6
"56673","downpours",6
"56674","downy",6
"56675","Doyne",6
"56676","DPRK",6
"56677","DPW",6
"56678","drabble",6
"56679","DRAGON",6
"56680","dragonfly",6
"56681","draperies",6
"56682","dreadfully",6
"56683","DreamWorks",6
"56684","Dreessen",6
"56685","dregs",6
"56686","Drexler",6
"56687","Driskill",6
"56688","drooping",6
"56689","Drought",6
"56690","drowsy",6
"56691","Drucker",6
"56692","Drudge",6
"56693","drunkenly",6
"56694","Drying",6
"56695","dryly",6
"56696","DSC",6
"56697","Dubbel",6
"56698","Duboce",6
"56699","DuBourg",6
"56700","DuBray",6
"56701","Ducasse",6
"56702","Duckworth",6
"56703","Dueling",6
"56704","duels",6
"56705","DuHaime",6
"56706","Dulce",6
"56707","Dumaresq",6
"56708","DUMBO",6
"56709","Dumfries",6
"56710","Dumpling",6
"56711","Dundas",6
"56712","Dunkirk",6
"56713","duplicative",6
"56714","Dusk",6
"56715","dustbin",6
"56716","Duval",6
"56717","Duvel",6
"56718","dvds",6
"56719","Dvorak",6
"56720","Dwane",6
"56721","dwindles",6
"56722","Dx",6
"56723","DX",6
"56724","Dykstra",6
"56725","dyslexic",6
"56726","dysplasia",6
"56727","Dystopian",6
"56728","Ealy",6
"56729","earshot",6
"56730","EastEnders",6
"56731","EASTER",6
"56732","Easterling",6
"56733","eatin",6
"56734","EATING",6
"56735","Eaves",6
"56736","EBay",6
"56737","ebbed",6
"56738","ECAC",6
"56739","Eckstein",6
"56740","ecliptic",6
"56741","Ecological",6
"56742","ecologically",6
"56743","Econoline",6
"56744","ecotourism",6
"56745","Edamame",6
"56746","Edelman",6
"56747","Eelam",6
"56748","EFSF",6
"56749","Ehh",6
"56750","Eichmann",6
"56751","Eid",6
"56752","EIGHT",6
"56753","Elbow",6
"56754","Eldorado",6
"56755","ELEC",6
"56756","electrocardiogram",6
"56757","Electronica",6
"56758","ELITE",6
"56759","Elkhorn",6
"56760","Elkton",6
"56761","Ellery",6
"56762","Elmhurst",6
"56763","Elphaba",6
"56764","Elwood",6
"56765","Embankment",6
"56766","embarassing",6
"56767","Embarrassed",6
"56768","Embedded",6
"56769","Embellished",6
"56770","embolism",6
"56771","Embroidery",6
"56772","embryo",6
"56773","emcees",6
"56774","Emile",6
"56775","Empires",6
"56776","emporium",6
"56777","EMPTY",6
"56778","EMU",6
"56779","encapsulated",6
"56780","encases",6
"56781","encoded",6
"56782","encoding",6
"56783","encores",6
"56784","Encounter",6
"56785","Encouraged",6
"56786","endearment",6
"56787","endocrinologist",6
"56788","endowments",6
"56789","Endurance",6
"56790","Enes",6
"56791","Engle",6
"56792","Englishmen",6
"56793","engrained",6
"56794","Enoteca",6
"56795","enrollments",6
"56796","enrolment",6
"56797","Ensign",6
"56798","ensuite",6
"56799","ENT",6
"56800","entices",6
"56801","entitles",6
"56802","entrusting",6
"56803","EO",6
"56804","Eoin",6
"56805","Epenesa",6
"56806","EPF",6
"56807","epically",6
"56808","Episodes",6
"56809","epithet",6
"56810","Epoch",6
"56811","eps",6
"56812","equalized",6
"56813","equalizing",6
"56814","equitation",6
"56815","erasures",6
"56816","Eritrea",6
"56817","erotically",6
"56818","Ersan",6
"56819","erudition",6
"56820","Erykah",6
"56821","Esau",6
"56822","escapee",6
"56823","escarole",6
"56824","eschewed",6
"56825","Eskimo",6
"56826","Eslea",6
"56827","Esoteric",6
"56828","ESP",6
"56829","Espada",6
"56830","Essie",6
"56831","Establish",6
"56832","estrangement",6
"56833","Etchison",6
"56834","ethane",6
"56835","etheric",6
"56836","Eucharistic",6
"56837","eulogized",6
"56838","EURO",6
"56839","Euronext",6
"56840","eva",6
"56841","evacuating",6
"56842","evaluators",6
"56843","evangelists",6
"56844","evaporation",6
"56845","evens",6
"56846","EVENT",6
"56847","Everhart",6
"56848","Everlost",6
"56849","evicting",6
"56850","evidentiary",6
"56851","eviscerated",6
"56852","evo",6
"56853","EVO",6
"56854","EVP",6
"56855","ewes",6
"56856","Examination",6
"56857","excavations",6
"56858","Excelerate",6
"56859","excepted",6
"56860","Excess",6
"56861","excitment",6
"56862","exclaim",6
"56863","excusable",6
"56864","excusing",6
"56865","exerted",6
"56866","exerting",6
"56867","Exhale",6
"56868","exhortation",6
"56869","exhorted",6
"56870","Exodar",6
"56871","exoticism",6
"56872","Expand",6
"56873","expansionist",6
"56874","expeditiously",6
"56875","Explosive",6
"56876","explosiveness",6
"56877","EXPRESS",6
"56878","Exquisite",6
"56879","EXT",6
"56880","Exterior",6
"56881","exteriors",6
"56882","exterminated",6
"56883","Exton",6
"56884","extorted",6
"56885","extricate",6
"56886","eyeballed",6
"56887","eyeballing",6
"56888","eyelets",6
"56889","Eyler",6
"56890","FAB",6
"56891","Fable",6
"56892","Fables",6
"56893","faceoffs",6
"56894","facetious",6
"56895","facile",6
"56896","Fain",6
"56897","Fairhaven",6
"56898","Fairley",6
"56899","Fairytale",6
"56900","fairytales",6
"56901","Faithgirlz",6
"56902","Fallston",6
"56903","Famine",6
"56904","fanboy",6
"56905","fangirl",6
"56906","Fantabulous",6
"56907","Faria",6
"56908","Farina",6
"56909","Farming",6
"56910","Farraday",6
"56911","Farrelly",6
"56912","fashionably",6
"56913","Fashionista",6
"56914","Fasten",6
"56915","fatalism",6
"56916","FATHER",6
"56917","fattest",6
"56918","faultless",6
"56919","Faurot",6
"56920","Fav",6
"56921","favouring",6
"56922","faxed",6
"56923","Fazekas",6
"56924","Fazio",6
"56925","FBS",6
"56926","FDI",6
"56927","FDLE",6
"56928","Feather",6
"56929","featurettes",6
"56930","february",6
"56931","FED",6
"56932","federalism",6
"56933","Feeney",6
"56934","FEET",6
"56935","Fehrnstrom",6
"56936","FEI",6
"56937","Feigen",6
"56938","feigning",6
"56939","Fel",6
"56940","Felda",6
"56941","femur",6
"56942","Fentress",6
"56943","FERC",6
"56944","FERI",6
"56945","Ferman",6
"56946","Ferraris",6
"56947","Ferrigno",6
"56948","fertiliser",6
"56949","fertilizing",6
"56950","Fetal",6
"56951","feuding",6
"56952","Feyl",6
"56953","FHFA",6
"56954","fiat",6
"56955","fictionalized",6
"56956","ficus",6
"56957","fiddler",6
"56958","fides",6
"56959","fidgeting",6
"56960","fiends",6
"56961","Figgins",6
"56962","Filet",6
"56963","Filip",6
"56964","Filmfare",6
"56965","Fils",6
"56966","Finalist",6
"56967","finalizes",6
"56968","fingerprinting",6
"56969","FINISHED",6
"56970","Finkelstein",6
"56971","Finns",6
"56972","Finter",6
"56973","FiOS",6
"56974","Fir",6
"56975","firecracker",6
"56976","firelight",6
"56977","Fireplace",6
"56978","Fireside",6
"56979","Firestarter",6
"56980","firetruck",6
"56981","Firms",6
"56982","firstfruits",6
"56983","FirstMerit",6
"56984","Fishy",6
"56985","Fitchburg",6
"56986","Fits",6
"56987","fixable",6
"56988","fixe",6
"56989","Fixer",6
"56990","FLAC",6
"56991","Flack",6
"56992","flagrantly",6
"56993","flapjacks",6
"56994","Flatbread",6
"56995","Flatiron",6
"56996","flatulence",6
"56997","flavouring",6
"56998","FLEMINGTON",6
"56999","Fletch",6
"57000","Flick",6
"57001","Flintstones",6
"57002","Flipped",6
"57003","flippin",6
"57004","Flirting",6
"57005","Flirty",6
"57006","flit",6
"57007","Float",6
"57008","flogging",6
"57009","Floors",6
"57010","Flor",6
"57011","Florals",6
"57012","florence",6
"57013","Florin",6
"57014","florists",6
"57015","Florya",6
"57016","flossing",6
"57017","floundered",6
"57018","flourless",6
"57019","Flourney",6
"57020","flowy",6
"57021","fluctuates",6
"57022","Fluorescent",6
"57023","fluted",6
"57024","foams",6
"57025","fondling",6
"57026","Fonseca",6
"57027","foodborne",6
"57028","foodservice",6
"57029","foolhardy",6
"57030","Foolish",6
"57031","Footloose",6
"57032","forester",6
"57033","forewarning",6
"57034","formalist",6
"57035","Formed",6
"57036","formulations",6
"57037","forreal",6
"57038","fortifying",6
"57039","Fortnight",6
"57040","Fortress",6
"57041","Fought",6
"57042","fourteenth",6
"57043","FPGAs",6
"57044","Framelits",6
"57045","Framework",6
"57046","Framing",6
"57047","Franchitti",6
"57048","Francona",6
"57049","FRANK",6
"57050","Franke",6
"57051","Frantz",6
"57052","fraudsters",6
"57053","freakout",6
"57054","FREEDOM",6
"57055","freer",6
"57056","freestyles",6
"57057","freighter",6
"57058","Freiman",6
"57059","freinds",6
"57060","Frenchtown",6
"57061","frequents",6
"57062","FRESH",6
"57063","Freudian",6
"57064","FRG",6
"57065","fricken",6
"57066","frickin",6
"57067","Fridge",6
"57068","fridges",6
"57069","Friel",6
"57070","friended",6
"57071","frisee",6
"57072","Friso",6
"57073","frivolity",6
"57074","frizz",6
"57075","fromage",6
"57076","Frosty",6
"57077","fruitlessly",6
"57078","FU",6
"57079","FUCKIN",6
"57080","Fugate",6
"57081","Fukudome",6
"57082","Funchal",6
"57083","functionally",6
"57084","Fundamentalist",6
"57085","funfetti",6
"57086","furlongs",6
"57087","Furnace",6
"57088","furs",6
"57089","Furstenberg",6
"57090","Furtado",6
"57091","gable",6
"57092","Gadahn",6
"57093","gage",6
"57094","GAH",6
"57095","gainful",6
"57096","Gaithersburg",6
"57097","galas",6
"57098","Galina",6
"57099","gallant",6
"57100","Gallatin",6
"57101","galleons",6
"57102","Galt",6
"57103","galvanizing",6
"57104","Gambia",6
"57105","GameCube",6
"57106","Gandalf",6
"57107","Gangster",6
"57108","gantlet",6
"57109","gape",6
"57110","garbled",6
"57111","Garcetti",6
"57112","Gardelle",6
"57113","gardenia",6
"57114","Gare",6
"57115","Garibaldi",6
"57116","garishly",6
"57117","Garret",6
"57118","garrison",6
"57119","Garson",6
"57120","Gaslight",6
"57121","gaston",6
"57122","Gathered",6
"57123","Gatti",6
"57124","Gauge",6
"57125","gauging",6
"57126","Gault",6
"57127","Gaultier",6
"57128","Gaunt",6
"57129","GAVE",6
"57130","GAY",6
"57131","Gaynor",6
"57132","GCS",6
"57133","Gecko",6
"57134","Geekygirl",6
"57135","Geffen",6
"57136","Genentech",6
"57137","GENERAL",6
"57138","geneticist",6
"57139","Genny",6
"57140","Georgette",6
"57141","Georgie",6
"57142","Gerding",6
"57143","germinate",6
"57144","gerrymandering",6
"57145","Gerwig",6
"57146","Gessler",6
"57147","Getaway",6
"57148","GETS",6
"57149","geuze",6
"57150","Geyer",6
"57151","geysers",6
"57152","Ghanaian",6
"57153","Gheit",6
"57154","Gholston",6
"57155","Ghraib",6
"57156","Gianna",6
"57157","Giannone",6
"57158","Gibault",6
"57159","Gibb",6
"57160","GIFT",6
"57161","Giggles",6
"57162","Gigot",6
"57163","Gilded",6
"57164","GINGRICH",6
"57165","Ginza",6
"57166","Girardin",6
"57167","Gisela",6
"57168","Gisele",6
"57169","GIVEN",6
"57170","givers",6
"57171","GIVING",6
"57172","gl",6
"57173","Glamorous",6
"57174","Glarus",6
"57175","Glasser",6
"57176","GLBT",6
"57177","gleams",6
"57178","Glenview",6
"57179","Glickman",6
"57180","glints",6
"57181","Globetrotters",6
"57182","Gloomy",6
"57183","glorifies",6
"57184","glosses",6
"57185","glum",6
"57186","GMs",6
"57187","Gnaghi",6
"57188","gnat",6
"57189","gnawed",6
"57190","gnomes",6
"57191","Godin",6
"57192","Godspeed",6
"57193","goer",6
"57194","Goerne",6
"57195","Goggles",6
"57196","Goings",6
"57197","Goldschmidt",6
"57198","Goldstone",6
"57199","Golly",6
"57200","Golson",6
"57201","gongs",6
"57202","Gonzalo",6
"57203","goodly",6
"57204","Goofy",6
"57205","Gores",6
"57206","Gorton",6
"57207","Gotha",6
"57208","Goto",6
"57209","GOTTA",6
"57210","goulash",6
"57211","Goulding",6
"57212","Governmental",6
"57213","Gowdy",6
"57214","Gracias",6
"57215","Gracious",6
"57216","graciousness",6
"57217","Graddy",6
"57218","Graduated",6
"57219","grammatically",6
"57220","Grammer",6
"57221","Grandad",6
"57222","granddaddy",6
"57223","Grandin",6
"57224","granita",6
"57225","GRATEFUL",6
"57226","greaseproof",6
"57227","Grecian",6
"57228","Greenbelt",6
"57229","GreenFest",6
"57230","Greenie",6
"57231","Greensfelder",6
"57232","Greet",6
"57233","greeters",6
"57234","Grellner",6
"57235","Grigorieva",6
"57236","Grillo",6
"57237","grittiness",6
"57238","Grizz",6
